longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,INLAND,103096.01
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,INLAND,114546.0
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,<1H OCEAN,298720.01
-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,NEAR BAY,466761.52
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,<1H OCEAN,256541.09
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN,189068.0
-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,<1H OCEAN,139461.0
-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,INLAND,94443.0
-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,<1H OCEAN,415013.24
-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,<1H OCEAN,153410.0
-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,<1H OCEAN,296718.0
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,<1H OCEAN,171715.0
-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,NEAR OCEAN,237710.03
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,NEAR OCEAN,282397.01
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,<1H OCEAN,486272.84
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,<1H OCEAN,241621.01
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,INLAND,107179.0
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,INLAND,93405.0
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,<1H OCEAN,193307.0
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,NEAR OCEAN,450478.41
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,NEAR BAY,198609.0
-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,INLAND,95704.0
-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,<1H OCEAN,318165.03
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,NEAR BAY,186356.0
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,INLAND,386171.52
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,157254.0
-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,NEAR OCEAN,355201.04
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,<1H OCEAN,196358.0
-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,<1H OCEAN,141175.0
-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,<1H OCEAN,298405.02
-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,<1H OCEAN,293073.03
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,NEAR OCEAN,429229.24
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,NEAR BAY,170523.0
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,<1H OCEAN,322404.06
-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,INLAND,65248.0
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,<1H OCEAN,278856.0
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,NEAR BAY,159741.01
-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,<1H OCEAN,216601.0
-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,<1H OCEAN,197262.0
-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,NEAR OCEAN,276719.0
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND,144277.0
-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,<1H OCEAN,176739.02
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,INLAND,132801.0
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,<1H OCEAN,222937.0
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,<1H OCEAN,302907.0
-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,NEAR BAY,308635.02
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,<1H OCEAN,233769.0
-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,<1H OCEAN,174670.03
-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,<1H OCEAN,209055.0
-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,<1H OCEAN,196446.0
-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,INLAND,262120.0
-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,<1H OCEAN,411321.21
-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,<1H OCEAN,213908.0
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,NEAR OCEAN,258031.0
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,INLAND,178522.0
-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,<1H OCEAN,193529.0
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,INLAND,168568.0
-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,<1H OCEAN,271755.0
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,<1H OCEAN,461556.45
-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,INLAND,104398.0
-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,INLAND,85444.0
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,INLAND,116994.01
-121.48,38.54,41.0,3364.0,685.0,1841.0,626.0,2.1975,INLAND,89111.0
-122.18,37.45,43.0,2061.0,437.0,817.0,385.0,4.4688,NEAR BAY,385937.4
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,<1H OCEAN,171101.0
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,<1H OCEAN,170853.0
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,<1H OCEAN,167630.0
-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806,<1H OCEAN,215741.01
-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264,<1H OCEAN,229951.0
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,NEAR BAY,498774.97
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,INLAND,50609.0
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,INLAND,120862.0
-118.41,34.24,38.0,490.0,101.0,402.0,100.0,3.125,<1H OCEAN,246340.0
-117.9,33.74,18.0,1884.0,442.0,1915.0,442.0,2.3783,<1H OCEAN,168375.0
-117.92,34.09,35.0,1810.0,318.0,1164.0,332.0,5.0123,<1H OCEAN,203695.0
-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,NEAR OCEAN,313121.0
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,NEAR OCEAN,267415.01
-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,NEAR BAY,253620.05
-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,NEAR BAY,345483.02
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,<1H OCEAN,93667.0
-118.32,34.04,47.0,1989.0,532.0,1430.0,519.0,1.8333,<1H OCEAN,144808.0
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,INLAND,97472.0
-121.07,39.15,15.0,6828.0,1319.0,3002.0,1318.0,2.4726,INLAND,123396.0
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,NEAR BAY,129053.0
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,INLAND,182546.0
-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,NEAR BAY,479320.73
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,NEAR BAY,168303.0
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,NEAR OCEAN,384342.02
-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,<1H OCEAN,302991.19
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,<1H OCEAN,201860.0
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,3.3125,<1H OCEAN,216336.01
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,INLAND,106584.0
-121.82,37.26,10.0,3030.0,574.0,1623.0,589.0,5.1356,<1H OCEAN,269608.0
-121.24,38.78,18.0,549.0,143.0,249.0,136.0,0.8691,INLAND,107083.0
-122.42,37.77,52.0,1925.0,568.0,867.0,515.0,2.879,NEAR BAY,329030.07
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,NEAR BAY,178848.0
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,NEAR OCEAN,232162.0
-117.88,33.87,35.0,1919.0,349.0,1302.0,345.0,5.6409,<1H OCEAN,233802.0
-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,<1H OCEAN,329776.01
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,INLAND,99184.0
-117.94,33.81,25.0,1731.0,482.0,1127.0,455.0,3.256,<1H OCEAN,197853.0
-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,<1H OCEAN,152336.0
-122.33,40.6,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,INLAND,126666.0
-121.42,38.53,37.0,1958.0,367.0,1171.0,366.0,2.8298,INLAND,89290.0
-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,NEAR OCEAN,265360.05
-122.69,38.27,32.0,2344.0,434.0,1066.0,384.0,4.0313,<1H OCEAN,251182.0
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,<1H OCEAN,126803.0
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,4.5094,<1H OCEAN,250208.0
-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,<1H OCEAN,209723.0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,NEAR BAY,143409.0
-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,<1H OCEAN,218596.02
-117.94,33.89,30.0,2577.0,404.0,1076.0,374.0,6.7528,<1H OCEAN,366320.08
-121.27,38.75,21.0,4812.0,1117.0,1985.0,1045.0,2.5083,INLAND,141890.0
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,INLAND,77547.0
-117.11,32.73,27.0,3160.0,627.0,1628.0,612.0,3.8864,NEAR OCEAN,141383.0
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,<1H OCEAN,133564.0
-120.41,36.77,24.0,1335.0,312.0,1180.0,267.0,1.947,INLAND,62417.0
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,INLAND,283403.0
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,<1H OCEAN,214125.0
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,NEAR OCEAN,194760.0
-120.19,36.61,29.0,1479.0,338.0,1408.0,322.0,2.293,INLAND,68426.0
-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,NEAR BAY,290985.0
-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,<1H OCEAN,485991.32
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,NEAR BAY,390445.15
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,<1H OCEAN,231073.01
-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,NEAR BAY,308834.0
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,INLAND,269736.0
-122.08,37.04,34.0,2800.0,577.0,1353.0,512.0,4.1161,NEAR OCEAN,251747.01
-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,<1H OCEAN,293574.01
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,INLAND,136289.0
-121.1,39.15,10.0,680.0,143.0,354.0,140.0,4.0333,INLAND,158837.0
-118.32,33.83,19.0,3792.0,790.0,2105.0,834.0,5.2363,<1H OCEAN,317588.0
-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,<1H OCEAN,198963.04
-119.71,36.8,25.0,875.0,156.0,646.0,166.0,3.0,INLAND,86914.0
-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,<1H OCEAN,255495.0
-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,3.0212,INLAND,118962.0
-121.82,39.75,37.0,2236.0,372.0,974.0,379.0,3.2016,INLAND,102969.0
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,<1H OCEAN,312659.04
-118.34,33.99,47.0,1107.0,199.0,437.0,178.0,3.7344,<1H OCEAN,186919.0
-121.24,37.98,33.0,450.0,123.0,236.0,103.0,1.1964,INLAND,74564.0
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,NEAR BAY,194904.0
-122.01,37.38,32.0,726.0,204.0,538.0,203.0,4.505,<1H OCEAN,243645.0
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN,283942.03
-120.88,38.16,8.0,2029.0,387.0,1000.0,364.0,4.0109,INLAND,150586.0
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,<1H OCEAN,329733.0
-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,<1H OCEAN,238939.0
-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,<1H OCEAN,256733.0
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,<1H OCEAN,455096.51
-122.06,37.39,26.0,18.0,4.0,8.0,4.0,3.75,NEAR BAY,201348.05
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,NEAR BAY,162634.0
-121.81,39.71,18.0,1222.0,250.0,708.0,281.0,2.0288,INLAND,81705.0
-118.35,34.09,35.0,2705.0,785.0,1526.0,793.0,3.0349,<1H OCEAN,328145.07
-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,INLAND,127862.0
-121.68,36.67,26.0,5745.0,1017.0,2780.0,996.0,5.0,<1H OCEAN,257298.0
-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,<1H OCEAN,199716.0
-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,INLAND,88204.0
-121.89,37.35,47.0,2879.0,631.0,2229.0,606.0,3.2599,<1H OCEAN,201585.0
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,<1H OCEAN,107879.0
-122.23,37.82,52.0,3242.0,366.0,1001.0,352.0,12.2138,NEAR BAY,499305.99
-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,INLAND,103164.0
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,INLAND,275117.0
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,<1H OCEAN,152561.01
-117.88,33.79,32.0,1484.0,295.0,928.0,295.0,5.1418,<1H OCEAN,213522.0
-120.98,39.93,25.0,2220.0,511.0,912.0,449.0,1.8914,INLAND,71247.0
-115.57,32.79,34.0,1152.0,208.0,621.0,208.0,3.6042,INLAND,92108.01
-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,INLAND,161510.0
-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,INLAND,120217.0
-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,NEAR OCEAN,328382.02
-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3.055,<1H OCEAN,129533.0
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,INLAND,117552.0
-119.38,36.56,25.0,1180.0,222.0,611.0,212.0,2.0729,INLAND,68809.99
-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,INLAND,118299.0
-121.75,37.68,35.0,1755.0,299.0,702.0,263.0,5.2443,INLAND,203524.0
-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,INLAND,51620.0
-117.07,32.67,28.0,2758.0,623.0,2179.0,631.0,2.3814,NEAR OCEAN,117115.0
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,<1H OCEAN,127003.0
-117.2,34.14,18.0,1920.0,333.0,890.0,323.0,5.159,INLAND,145954.0
-119.32,36.25,21.0,1231.0,,609.0,206.0,2.8365,INLAND,78483.0
-121.51,38.55,45.0,3032.0,631.0,1341.0,597.0,2.8417,INLAND,110166.0
-114.56,33.69,17.0,720.0,174.0,333.0,117.0,1.6509,INLAND,62848.0
-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,<1H OCEAN,287848.04
-121.75,36.93,24.0,4026.0,881.0,2264.0,863.0,3.1327,<1H OCEAN,201448.0
-118.18,33.83,44.0,1497.0,277.0,542.0,274.0,5.0052,NEAR OCEAN,308367.06
-118.16,34.03,41.0,1377.0,293.0,1142.0,272.0,3.1724,<1H OCEAN,161858.0
-118.65,34.27,23.0,1724.0,265.0,934.0,306.0,6.0783,<1H OCEAN,260384.01
-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,<1H OCEAN,500001.0
-117.3,34.05,7.0,4672.0,1121.0,2534.0,1046.0,3.4228,INLAND,115918.0
-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,INLAND,162890.0
-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,5.322,<1H OCEAN,273870.0
-118.35,34.01,35.0,3776.0,,1583.0,749.0,3.5486,<1H OCEAN,276861.0
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,NEAR OCEAN,83577.0
-118.34,34.03,48.0,1426.0,331.0,784.0,356.0,1.6581,<1H OCEAN,147423.0
-121.9,37.28,34.0,4613.0,749.0,2050.0,725.0,5.3922,<1H OCEAN,289607.01
-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643,<1H OCEAN,233900.0
-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,<1H OCEAN,135086.0
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,<1H OCEAN,177157.0
-122.07,38.26,15.0,1173.0,146.0,450.0,154.0,6.0487,INLAND,208690.0
-121.95,38.43,19.0,3011.0,551.0,1665.0,535.0,5.1534,INLAND,176317.0
-123.2,39.16,14.0,1908.0,484.0,1195.0,467.0,1.7929,<1H OCEAN,108417.0
-117.92,33.85,38.0,2082.0,532.0,1592.0,510.0,2.3704,<1H OCEAN,176320.0
-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,INLAND,99263.0
-121.76,38.25,32.0,1495.0,333.0,905.0,281.0,2.625,INLAND,96852.0
-122.02,37.34,26.0,1992.0,328.0,980.0,342.0,6.2475,<1H OCEAN,331834.03
-119.81,36.81,33.0,3972.0,594.0,1324.0,561.0,5.4513,INLAND,187257.01
-122.49,37.76,49.0,1724.0,295.0,795.0,297.0,4.3977,NEAR BAY,340224.01
-118.11,33.83,36.0,1726.0,287.0,820.0,288.0,5.5767,<1H OCEAN,242985.0
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,3.25,INLAND,137176.0
-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,6.2575,INLAND,214536.0
-118.18,34.08,31.0,1318.0,311.0,1164.0,289.0,2.9939,<1H OCEAN,164205.0
-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,<1H OCEAN,316810.11
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,<1H OCEAN,190458.0
-122.5,37.79,52.0,8.0,1.0,13.0,1.0,15.0001,NEAR BAY,393439.56
-116.29,33.74,6.0,12991.0,2555.0,4571.0,1926.0,4.7195,INLAND,201218.01
-122.33,37.58,27.0,5144.0,1481.0,2518.0,1447.0,3.4836,NEAR OCEAN,333084.09
-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,3.0833,<1H OCEAN,308452.09
-117.75,34.06,52.0,24.0,6.0,46.0,7.0,1.625,INLAND,218509.01
-122.2,37.43,38.0,3626.0,528.0,1350.0,532.0,7.3681,NEAR OCEAN,457370.3
-117.68,34.01,20.0,7326.0,1555.0,5718.0,1538.0,3.2073,INLAND,149440.0
-118.26,33.92,40.0,1076.0,244.0,705.0,255.0,1.7986,<1H OCEAN,97704.0
-117.36,33.17,24.0,2046.0,442.0,812.0,367.0,2.3182,NEAR OCEAN,249346.0
-122.43,37.75,52.0,2700.0,595.0,1181.0,575.0,3.575,NEAR BAY,349568.0
-121.63,39.75,37.0,1296.0,296.0,569.0,257.0,1.8616,INLAND,71124.0
-117.15,32.81,34.0,1629.0,318.0,900.0,282.0,3.1458,NEAR OCEAN,186750.02
-117.67,34.03,20.0,8561.0,1411.0,4861.0,1450.0,4.7056,INLAND,167887.0
-117.32,33.99,27.0,5464.0,850.0,2400.0,836.0,4.711,INLAND,147756.0
-118.32,34.09,30.0,1871.0,766.0,2595.0,819.0,2.0044,<1H OCEAN,218995.0
-118.43,34.22,36.0,1372.0,295.0,774.0,306.0,3.6618,<1H OCEAN,195651.0
-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,NEAR OCEAN,293020.02
-118.22,33.93,39.0,1921.0,483.0,2286.0,470.0,3.0167,<1H OCEAN,138652.0
-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,<1H OCEAN,264382.03
-118.09,33.8,36.0,1724.0,322.0,838.0,328.0,4.4831,<1H OCEAN,214757.0
-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,<1H OCEAN,209612.0
-122.13,37.68,44.0,2147.0,399.0,1175.0,401.0,4.1974,NEAR BAY,203832.0
-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,NEAR BAY,343721.05
-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,INLAND,111512.0
-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,INLAND,117663.0
-118.45,34.25,21.0,2143.0,565.0,1803.0,497.0,3.9833,<1H OCEAN,188808.0
-117.07,32.81,15.0,2000.0,402.0,778.0,369.0,4.3594,<1H OCEAN,161861.0
-117.96,33.75,25.0,1323.0,208.0,852.0,229.0,4.6167,<1H OCEAN,209505.0
-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,NEAR BAY,322085.16
-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,NEAR OCEAN,258110.0
-117.86,33.74,32.0,691.0,151.0,926.0,148.0,4.125,<1H OCEAN,167320.0
-118.34,34.0,49.0,2465.0,372.0,1018.0,359.0,4.0,<1H OCEAN,201478.03
-117.08,32.58,22.0,2128.0,477.0,1420.0,450.0,3.2687,NEAR OCEAN,131353.0
-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,<1H OCEAN,208354.0
-120.27,38.31,13.0,3297.0,662.0,267.0,97.0,3.075,INLAND,131958.0
-121.24,39.37,16.0,2785.0,616.0,1387.0,530.0,2.3886,INLAND,91282.0
-122.22,37.48,47.0,2570.0,783.0,3107.0,724.0,2.8058,NEAR OCEAN,234770.0
-117.18,32.76,17.0,711.0,254.0,327.0,227.0,2.6493,NEAR OCEAN,182375.06
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,NEAR BAY,288635.08
-122.27,37.48,26.0,3542.0,507.0,1392.0,524.0,8.5184,NEAR OCEAN,442438.32
-120.62,35.28,28.0,3952.0,592.0,1469.0,571.0,6.3144,NEAR OCEAN,415050.4
-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,INLAND,84220.0
-118.75,34.17,18.0,6217.0,858.0,2703.0,834.0,6.8075,NEAR OCEAN,389580.12
-122.28,37.78,50.0,1487.0,306.0,730.0,327.0,2.5139,NEAR BAY,159482.0
-116.38,33.74,7.0,17579.0,3479.0,3581.0,1820.0,4.084,INLAND,157831.02
-116.86,33.73,13.0,2604.0,443.0,978.0,417.0,2.933,INLAND,132713.0
-122.4,37.76,52.0,1185.0,246.0,480.0,253.0,4.4074,NEAR BAY,286229.02
-118.24,33.99,41.0,1425.0,372.0,1803.0,353.0,1.6731,<1H OCEAN,105296.0
-118.25,34.13,36.0,2946.0,1025.0,2542.0,912.0,2.2244,<1H OCEAN,229614.0
-118.09,33.99,35.0,2787.0,639.0,1923.0,614.0,3.5757,<1H OCEAN,177462.0
-117.86,33.9,25.0,3205.0,409.0,1291.0,408.0,7.2478,<1H OCEAN,326420.0
-117.69,33.54,20.0,1767.0,280.0,801.0,284.0,6.5394,<1H OCEAN,287388.0
-121.37,38.58,37.0,2839.0,390.0,1006.0,400.0,7.3343,INLAND,323335.03
-117.18,33.78,7.0,1697.0,424.0,808.0,354.0,1.3417,INLAND,121932.0
-118.1,33.79,35.0,2370.0,379.0,996.0,380.0,5.7368,<1H OCEAN,296671.02
-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,<1H OCEAN,303191.03
-116.53,33.88,5.0,4423.0,763.0,1906.0,667.0,4.6855,INLAND,193643.01
-117.92,33.75,23.0,893.0,223.0,1149.0,216.0,2.6442,<1H OCEAN,172149.0
-119.77,36.3,24.0,2202.0,471.0,1052.0,439.0,2.1038,INLAND,76244.0
-116.95,33.68,11.0,1183.0,178.0,543.0,147.0,4.4792,INLAND,198801.0
-119.14,34.49,17.0,321.0,44.0,92.0,39.0,7.75,<1H OCEAN,368045.2
-117.17,32.82,21.0,2869.0,596.0,1471.0,577.0,3.0375,NEAR OCEAN,208899.0
-121.23,38.67,27.0,5266.0,971.0,2432.0,948.0,3.8954,INLAND,155469.0
-117.82,33.85,21.0,2603.0,404.0,1350.0,390.0,6.057,<1H OCEAN,268752.0
-118.19,34.02,34.0,1478.0,369.0,1735.0,348.0,1.8875,<1H OCEAN,145518.0
-122.27,37.78,52.0,1408.0,280.0,718.0,265.0,2.6806,NEAR BAY,180420.0
-122.47,37.69,35.0,1720.0,421.0,1452.0,425.0,3.5909,NEAR OCEAN,256013.0
-117.97,33.68,23.0,1722.0,316.0,865.0,309.0,4.6452,<1H OCEAN,248749.03
-121.37,36.83,14.0,3658.0,612.0,1951.0,600.0,4.76,INLAND,246350.0
-118.96,35.4,27.0,2473.0,400.0,1271.0,427.0,3.5524,INLAND,87676.0
-122.0,38.35,34.0,1084.0,187.0,561.0,198.0,4.2115,INLAND,157653.0
-117.9,34.1,31.0,3007.0,653.0,1766.0,616.0,3.7083,<1H OCEAN,175551.0
-118.15,34.12,52.0,1518.0,344.0,725.0,296.0,3.4018,<1H OCEAN,235531.0
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,NEAR BAY,229474.01
-118.57,34.22,17.0,3262.0,753.0,1879.0,708.0,4.1359,<1H OCEAN,214822.0
-120.08,37.06,18.0,402.0,76.0,213.0,71.0,1.9063,INLAND,105987.01
-118.2,33.84,35.0,3405.0,779.0,1953.0,671.0,2.7813,NEAR OCEAN,186006.0
-120.85,37.77,37.0,1738.0,403.0,936.0,366.0,2.4717,INLAND,98252.0
